Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
9775,youngboy never broke again,break or make me,1,0.0,179,0,245343,245343,Нет
9776,polo g,pop out again,1,0.0,197,0,245241,245241,Нет
9777,maggie rogers,anywhere with you,1,0.0,193,0,245032,245032,Нет
9778,isaiah rashad,chad,1,0.0,157,0,245017,245017,Нет
9779,ryan adams,welcome to new york,2,0.0,104,0,124845,245009,Нет
9780,the lumineers,reprise,1,0.0,196,0,244999,244999,Нет
9781,surfaces,sheesh!,1,0.0,159,0,244980,244980,Нет
9782,joey bada$$,no explanation,1,0.0,177,0,244936,244936,Нет
9783,florida georgia line,long live,1,0.0,157,0,244912,244912,Нет
9784,meat loaf,two out of three ain't bad,1,0.0,171,0,244833,244833,Нет
9785,ali gatie,welcome back,1,0.0,160,0,244713,244713,Нет
9786,rosalía,saoko,1,0.0,166,0,244578,244578,Нет
9787,isaiah rashad,don't shoot,1,0.0,158,0,244504,244504,Нет
9788,chance the rapper,lost,1,0.0,187,0,244472,244472,Нет
9789,jessie j,burnin' up,4,0.0,116,0,82130,244447,Нет
9790,coldplay,birds,2,0.0,109,0,146590,244406,Нет
9791,tems,found,1,0.0,180,0,244396,244396,Нет
9792,sam hunt,that ain't beautiful,1,0.0,172,0,244363,244363,Нет
9793,dj khaled,nobody,1,0.0,121,0,244171,244171,Нет
9794,earl sweatshirt,sick!,1,0.0,198,0,244113,244113,Нет
9795,lil baby,humble,1,0.0,170,0,244065,244065,Нет
9796,dan + shay,keeping score,1,0.0,174,0,244016,244016,Нет
9797,ed sheeran,shape of you,1,0.0,123,0,244013,244013,Нет
9798,lana del rey,yosemite,1,0.0,163,0,243996,243996,Нет
9799,rich brian,100 degrees,1,0.0,198,0,243937,243937,Нет
9800,lil tjay,leaked,1,0.0,180,0,243935,243935,Нет
9801,the lumineers,life in the city,1,0.0,181,0,243912,243912,Нет
9802,chance the rapper,paranoia,1,0.0,188,0,243884,243884,Нет
9803,kygo,lost without you,1,0.0,181,0,243873,243873,Нет
9804,gorillaz,pacman,1,0.0,194,0,243858,243858,Нет
9805,vampire weekend,how long?,1,0.0,186,0,243796,243796,Нет
9806,yg,too brazy,1,0.0,171,0,243757,243757,Нет
9807,saweetie,fast (motion),1,0.0,151,0,243746,243746,Нет
9808,kane brown,like a rodeo,1,0.0,188,0,243686,243686,Нет
9809,aminé,pressure in my palms,1,0.0,188,0,243629,243629,Нет
9810,anderson .paak,saviers road,1,0.0,172,0,243614,243614,Нет
9811,jawsh 685,sweet & sour,1,0.0,192,0,243552,243552,Нет
9812,anuel aa,los dioses,1,0.0,171,0,243524,243524,Нет
9813,the lumineers,my eyes,2,0.0,151,0,131143,243506,Нет
9814,van halen,why can't this be love,1,0.0,153,0,243439,243439,Нет
9815,anderson .paak,jewelz,1,0.0,163,0,243433,243433,Нет
9816,death cab for cutie,northern lights,1,0.0,177,0,243419,243419,Нет
9817,tory lanez,p.a.i.n,1,0.0,146,0,243415,243415,Нет
9818,gunna,one watch,1,0.0,196,0,243369,243369,Нет
9819,andré aires,wish u well,1,0.0,194,0,243358,243358,Нет
9820,nicki minaj,kill da dj,1,0.0,164,0,243311,243311,Нет
9821,lil peep,sunlight on your skin  bonus track,1,0.0,198,0,243239,243239,Нет
9822,meat loaf,bat out of hell,1,0.0,177,0,243222,243222,Нет
9823,nf,like this,1,0.0,200,0,243092,243092,Нет
9824,bts,trivia 承 : love,1,0.0,179,0,243002,243002,Нет
9825,norman greenbaum,spirit in the sky,1,0.0,148,0,242997,242997,Нет
9826,fall out boy,stay frosty royal milk tea,1,0.0,121,0,242878,242878,Нет
9827,lil baby,make it out,1,0.0,163,0,242873,242873,Нет
9828,lil wayne,glory,1,0.0,164,0,242831,242831,Нет
9829,ella mai,boo'd up,1,0.0,162,0,242770,242770,Нет
9830,lil peep,hellboy,1,0.0,188,0,242710,242710,Нет
9831,taylor swift,we are never ever getting back together,1,0.0,140,0,242698,242698,Нет
9832,kane brown,whiskey sour,1,0.0,199,0,242672,242672,Нет
9833,tory lanez,broken promises,1,0.0,166,0,242672,242672,Нет
9834,logic,perfect (remix),1,0.0,185,0,242648,242648,Нет
9835,tory lanez,old friends x new foes,1,0.0,145,0,242588,242588,Нет
9836,a r i z o n a,nostalgic,1,0.0,177,0,242582,242582,Нет
9837,nicki minaj,sir,1,0.0,164,0,242526,242526,Нет
9838,denzel curry,diet_,1,0.0,199,0,242521,242521,Нет
9839,youngboy never broke again,forgiato,1,0.0,187,0,242458,242458,Нет
9840,rod wave,calling,1,0.0,195,0,242424,242424,Нет
9841,lil tjay,laneswitch,1,0.0,184,0,242361,242361,Нет
9842,wiz khalifa,city view,2,0.0,129,0,135999,242323,Нет
9843,tory lanez,melee,1,0.0,191,0,242180,242180,Нет
9844,mark ronson,pieces of us,1,0.0,179,0,242085,242085,Нет
9845,dan + shay,what keeps you up at night,1,0.0,175,0,242045,242045,Нет
9846,vicente fernández,estos celos,1,0.0,188,0,242032,242032,Нет
9847,ronny j,banded up,1,0.0,171,0,242032,242032,Нет
9848,daniel caesar,too deep to turn back,1,0.0,190,0,242009,242009,Нет
9849,corpse,agoraphobic,1,0.0,170,0,241994,241994,Нет
9850,chelsea cutler,the lifeboat's empty!,1,0.0,186,0,241924,241924,Нет
9851,daddy yankee,don don,1,0.0,166,0,241910,241910,Нет
9852,j balvin,ten cuidado  pokémon 25 version,1,0.0,191,0,241886,241886,Нет
9853,takeoff,soul plane,1,0.0,183,0,241796,241796,Нет
9854,internet money,really redd,1,0.0,168,0,241747,241747,Нет
9855,wiz khalifa,karate,1,0.0,188,0,241730,241730,Нет
9856,big sean,i don't f**k with you,5,0.0,168,0,58608,241549,Нет
9857,russ,serious,1,0.0,183,0,241518,241518,Нет
9858,rick ross,big tyme,1,0.0,176,0,241495,241495,Нет
9859,alina baraz,off the grid,1,0.0,150,0,241458,241458,Нет
9860,ali gatie,used to you,1,0.0,193,0,241421,241421,Нет
9861,arctic monkeys,the world's first ever monster truck front flip,1,0.0,188,0,241388,241388,Нет
9862,alicia keys,show me love,1,0.0,182,0,241287,241287,Нет
9863,john prine,clay pigeons,1,0.0,140,0,241247,241247,Нет
9864,a$ap ferg,no ceilings,1,0.0,170,0,241202,241202,Нет
9865,iann dior,is it you,1,0.0,181,0,241098,241098,Нет
9866,run the jewels,pulling the pin,1,0.0,141,0,241048,241048,Нет
9867,bass santana,fall in love with death,1,0.0,180,0,241041,241041,Нет
9868,rick ross,summer reign,1,0.0,181,0,240963,240963,Нет
9869,rick ross,bogus charms,1,0.0,182,0,240952,240952,Нет
9870,lil tecca,foreign,1,0.0,164,0,240911,240911,Нет
9871,young thug,icy hot,1,0.0,192,0,240827,240827,Нет
9872,tyler childers,country squire,1,0.0,193,0,240799,240799,Нет
9873,comethazine,walk (remix),1,0.0,187,0,240755,240755,Нет
9874,lil pump,at the door,1,0.0,146,0,240730,240730,Нет
9875,dj suede the remix god,you name it! (#unameitchallenge),2,0.0,165,0,129281,240722,Нет
9876,flyboy tarantino,now or never,1,0.0,181,0,240675,240675,Нет
9877,big sean,"no hearts, no love (& metro boomin)",1,0.0,164,0,240555,240555,Нет
9878,maren morris,dear hate,1,0.0,147,0,240548,240548,Нет
9879,the carters,friends,1,0.0,169,0,240488,240488,Нет
9880,fetty wap,let it bang,2,0.0,97,0,149415,240484,Нет
9881,latto,wheelie,1,0.0,187,0,240307,240307,Нет
9882,sam smith,pray,1,0.0,157,0,240162,240162,Нет
9883,lil skies,fidget,1,0.0,152,0,239951,239951,Нет
9884,marshmello,back in time,1,0.0,160,0,239812,239812,Нет
9885,justin timberlake,young man,1,0.0,163,0,239723,239723,Нет
9886,ellie goulding,slow grenade,1,0.0,168,0,239696,239696,Нет
9887,the weeknd,king of the fall,1,0.0,194,0,239630,239630,Нет
9888,muscadine bloodline,me on you,1,0.0,195,0,239627,239627,Нет
9889,rowdy rebel,9 bridge,1,0.0,174,0,239570,239570,Нет
9890,justin timberlake,the hard stuff,1,0.0,164,0,239561,239561,Нет
9891,rex orange county,laser lights,1,0.0,181,0,239546,239546,Нет
9892,bon iver,imi,1,0.0,186,0,239494,239494,Нет
9893,xxxtentacion,h2o,1,0.0,175,0,239472,239472,Нет
9894,chan se park,thinkin of you,1,0.0,129,0,239385,239385,Нет
9895,tee grizzley,in my feelings,1,0.0,158,0,239257,239257,Нет
9896,bazzi,caught in the fire,1,0.0,188,0,239238,239238,Нет
9897,joji,xnxx,1,0.0,187,0,239106,239106,Нет
9898,chloe x halle,forgive me,1,0.0,164,0,239065,239065,Нет
9899,dj khaled,i can have it all,1,0.0,163,0,239023,239023,Нет
9900,incubus,drive,3,0.0,139,0,95387,239011,Нет
9901,zara larsson,talk about love,1,0.0,182,0,238898,238898,Нет
9902,t.i.,ring,1,0.0,171,0,238885,238885,Нет
9903,tom petty and the heartbreakers,don't come around here no more,1,0.0,135,0,238799,238799,Нет
9904,chelsea cutler,lonely alone,1,0.0,172,0,238791,238791,Нет
9905,kodak black,let me know,1,0.0,177,0,238771,238771,Нет
9906,china anne mcclain,calling all the monsters,1,0.0,191,0,238753,238753,Нет
9907,meek mill,me (fwm),1,0.0,167,0,238742,238742,Нет
9908,flume,friends,1,0.0,171,0,238734,238734,Нет
9909,100 gecs,hand crushed by a mallet (remix),1,0.0,182,0,238674,238674,Нет
9910,keys n krates,music to my ears,1,0.0,165,0,238573,238573,Нет
9911,onerepublic,wild life,1,0.0,196,0,238411,238411,Нет
9912,wiz khalifa,isay,2,0.0,151,0,127855,238363,Нет
9913,the kid laroi,addison rae,1,0.0,195,0,238335,238335,Нет
9914,hozier,moment's silence (common tongue),1,0.0,186,0,238305,238305,Нет
9915,nle choppa,exotic,1,0.0,175,0,238214,238214,Нет
9916,blackbear,lil bit,1,0.0,183,0,237910,237910,Нет
9917,lil tecca,about you,1,0.0,166,0,237801,237801,Нет
9918,mac miller,wedding,1,0.0,197,0,237791,237791,Нет
9919,youngboy never broke again,ai nash,1,0.0,156,0,237776,237776,Нет
9920,avicii,addicted to you,1,0.0,173,0,237730,237730,Нет
9921,burns,hands on me,1,0.0,188,0,237548,237548,Нет
9922,nick jonas,right now,1,0.0,183,0,237495,237495,Нет
9923,the 1975,guys,1,0.0,192,0,237490,237490,Нет
9924,kevin gates,let it sing,1,0.0,185,0,237404,237404,Нет
9925,sam smith,i feel love,1,0.0,182,0,237286,237286,Нет
9926,bts,answer : love myself,1,0.0,184,0,237278,237278,Нет
9927,chance the rapper,somewhere in paradise,2,0.0,115,0,139966,237266,Нет
9928,demi lovato,you don't do it for me anymore,1,0.0,141,0,237230,237230,Нет
9929,daft punk,around the world,1,0.0,148,0,237224,237224,Нет
9930,the carters,713,1,0.0,171,0,237176,237176,Нет
9931,tory lanez,skat,1,0.0,163,0,237105,237105,Нет
9932,bea miller,young blood,4,0.0,188,0,63608,237092,Нет
9933,meek mill,on my soul,1,0.0,173,0,237046,237046,Нет
9934,bronson,heart attack,1,0.0,179,0,236969,236969,Нет
9935,fka twigs,sad day,1,0.0,197,0,236915,236915,Нет
9936,quinnie,touch tank,1,0.0,164,0,236899,236899,Нет
9937,charles perry,stranger to love,3,0.0,139,0,87908,236761,Нет
9938,nav,with me,1,0.0,186,0,236751,236751,Нет
9939,kygo,feels like forever,1,0.0,172,0,236700,236700,Нет
9940,youngboy never broke again,ranada,1,0.0,192,0,236592,236592,Нет
9941,catie turner,god must hate me,1,0.0,190,0,236545,236545,Нет
9942,peso pluma,siempre pendientes,1,0.0,191,0,236497,236497,Нет
9943,bring me the horizon,mother tongue,1,0.0,195,0,236410,236410,Нет
9944,rick ross,outlawz,1,0.0,199,0,236410,236410,Нет
9945,charli xcx,enemy,1,0.0,195,0,236407,236407,Нет
9946,red velvet,bad boy,1,0.0,167,0,236400,236400,Нет
9947,mhs,waves,1,0.0,180,0,236367,236367,Нет
9948,charli xcx,gone,1,0.0,181,0,236358,236358,Нет
9949,pop smoke,invincible,1,0.0,195,0,236339,236339,Нет
9950,zayn,entertainer,1,0.0,197,0,236338,236338,Нет
9951,tool,the pot,1,0.0,198,0,236133,236133,Нет
9952,demi lovato,commander in chief,1,0.0,164,0,236083,236083,Нет
9953,linkin park,from the inside,1,0.0,156,0,236062,236062,Нет
9954,$uicideboy$,meet mr. niceguy,1,0.0,190,0,236054,236054,Нет
9955,odesza,loyal,1,0.0,197,0,236050,236050,Нет
9956,mac miller,cold feet,1,0.0,193,0,235980,235980,Нет
9957,xxxtentacion,4peat,1,0.0,177,0,235950,235950,Нет
9958,the beatles,a hard day's night  remastered 2009,2,0.0,133,0,151065,235936,Нет
9959,madison beer,blue,1,0.0,161,0,235903,235903,Нет
9960,girl in red,body and mind,1,0.0,175,0,235776,235776,Нет
9961,t.i.,pardon,1,0.0,165,0,235758,235758,Нет
9962,megan thee stallion,don’t rock me to sleep,1,0.0,192,0,235740,235740,Нет
9963,louis the child,the city,1,0.0,193,0,235697,235697,Нет
9964,gucci mane,bussdown,1,0.0,185,0,235693,235693,Нет
9965,brockhampton,love me for life,1,0.0,194,0,235658,235658,Нет
9966,grimes,california,2,0.0,122,0,129735,235595,Нет
9967,p!nk,a million dreams,1,0.0,188,0,235513,235513,Нет
9968,brent faiyaz,mercedes,1,0.0,190,0,235439,235439,Нет
9969,partynextdoor,damage,1,0.0,147,0,235425,235425,Нет
9970,zara larsson,don't worry bout me,1,0.0,177,0,235418,235418,Нет
9971,6ix9ine,chocolaté,1,0.0,153,0,235412,235412,Нет
9972,chris stapleton,devil always made me think twice,1,0.0,185,0,235351,235351,Нет
9973,tom petty and the heartbreakers,even the losers,1,0.0,140,0,235171,235171,Нет
9974,jack ü,take ü there,3,0.0,112,0,102238,235158,Нет
9975,lil durk,barbarian,1,0.0,200,0,235121,235121,Нет
9976,5 seconds of summer,not in the same way,1,0.0,199,0,235087,235087,Нет
9977,kacey musgraves,dime store cowgirl,3,0.0,172,0,81770,235085,Нет
9978,pusha t,m.p.a.,2,0.0,141,0,125916,235084,Нет
9979,kevin abstract,peach,1,0.0,192,0,235080,235080,Нет
9980,martin garrix,we are the people,1,0.0,182,0,235075,235075,Нет
9981,saint jhn,smack dvd,1,0.0,157,0,235014,235014,Нет
9982,iann dior,darkside,1,0.0,198,0,234883,234883,Нет
9983,chance the rapper,finish line / drown,2,0.0,196,0,119726,234807,Нет
9984,megan thee stallion,outside,1,0.0,194,0,234781,234781,Нет
9985,p!nk,all i know so far,1,0.0,171,0,234752,234752,Нет
9986,janelle monáe,i got the juice,1,0.0,179,0,234714,234714,Нет
9987,miley cyrus,edge of midnight (midnight sky remix),1,0.0,181,0,234648,234648,Нет
9988,nav,my space,1,0.0,182,0,234472,234472,Нет
9989,aretha franklin,son of a preacher man,1,0.0,159,0,234436,234436,Нет
9990,louis the child,dear sense,1,0.0,185,0,234429,234429,Нет
9991,nicki minaj,nip tuck,1,0.0,171,0,234361,234361,Нет
9992,shawn mendes,under pressure,1,0.0,188,0,234322,234322,Нет
9993,lil tjay,oh well,1,0.0,176,0,234276,234276,Нет
9994,empire cast,conqueror,3,0.0,126,0,92193,234253,Нет
9995,russ,basement (feat. jessie reyez),1,0.0,192,0,234225,234225,Нет
9996,ellie goulding,power,1,0.0,196,0,234217,234217,Нет
9997,nat king cole trio,all i want for christmas (is my two front teeth),2,0.0,64,0,138455,234182,Нет
9998,g herbo,t.o.p.,1,0.0,181,0,234141,234141,Нет
9999,russ,kill them all,1,0.0,193,0,233968,233968,Нет
10000,joji,i'll see you in 40,1,0.0,192,0,233913,233913,Нет
10001,vampire weekend,big blue,1,0.0,192,0,233898,233898,Нет
10002,the neighbourhood,cry baby,2,0.0,99,0,146041,233858,Нет
10003,xxxtentacion,bowser,1,0.0,184,0,233725,233725,Нет
10004,jay electronica,flux capacitor,1,0.0,199,0,233714,233714,Нет
10005,nas,nobody,1,0.0,169,0,233708,233708,Нет
10006,pinkpantheress,i must apologise,1,0.0,182,0,233644,233644,Нет
10007,kygo,this town,1,0.0,148,0,233547,233547,Нет
10008,nicki minaj,coco chanel,1,0.0,173,0,233526,233526,Нет
10009,sia,mountains,1,0.0,195,0,233497,233497,Нет
10010,5 seconds of summer,complete mess,1,0.0,194,0,233479,233479,Нет
10011,young dolph,break the bank,1,0.0,198,0,233478,233478,Нет
10012,nas,death row east,1,0.0,172,0,233428,233428,Нет
10013,dmx,stop being greedy,1,0.0,184,0,233409,233409,Нет
10014,nitty gritty dirt band,fishin' in the dark,1,0.0,153,0,233294,233294,Нет
10015,ed sheeran,sandman,1,0.0,192,0,233263,233263,Нет
10016,madonna,medellín,1,0.0,181,0,233205,233205,Нет
10017,run the jewels,a few words for the firing squad (radiation),1,0.0,152,0,233192,233192,Нет
10018,dvsn,memories,1,0.0,185,0,233158,233158,Нет
10019,b.o.b,not for long,4,0.0,174,0,60063,233155,Нет
10020,gucci mane,publicity stunt,1,0.0,188,0,233098,233098,Нет
10021,hozier,jackie and wilson,4,0.0,165,0,61177,233083,Нет
10022,wavyvibe,miser,1,0.0,141,0,233042,233042,Нет
10023,dua lipa,physical,1,0.0,184,0,233017,233017,Нет
10024,king von,all these niggas,1,0.0,178,0,232945,232945,Нет
10025,abba,i still have faith in you,1,0.0,198,0,232919,232919,Нет
10026,tom petty,it's good to be king,1,0.0,145,0,232905,232905,Нет
10027,chris brown,back to love,1,0.0,188,0,232851,232851,Нет
10028,rich brian,see me,1,0.0,171,0,232640,232640,Нет
10029,dan + shay,lying,1,0.0,178,0,232611,232611,Нет
10030,slipknot,the dying song (time to sing),1,0.0,166,0,232600,232600,Нет
10031,agust d,interlude : set me free,1,0.0,200,0,232545,232545,Нет
10032,doe boy,low key,1,0.0,187,0,232524,232524,Нет
10033,russ,private,1,0.0,173,0,232522,232522,Нет
10034,marshmello,been thru this before,1,0.0,185,0,232497,232497,Нет
10035,rush,tom sawyer,1,0.0,193,0,232468,232468,Нет
10036,rich the kid,no flash,1,0.0,199,0,232371,232371,Нет
10037,rich brian,occupied,1,0.0,172,0,232362,232362,Нет
10038,lee brice,soul,1,0.0,199,0,232359,232359,Нет
10039,mitski,i guess,1,0.0,194,0,232299,232299,Нет
10040,blake shelton,she's got a way with words,2,0.0,197,0,117606,232153,Нет
10041,$uicideboy$,"10,000 degrees",1,0.0,196,0,232152,232152,Нет
10042,r3hab,flames,1,0.0,183,0,232149,232149,Нет
10043,logic,untitled,1,0.0,179,0,232093,232093,Нет
10044,rae sremmurd,t'd up,1,0.0,192,0,232057,232057,Нет
10045,fabolous,ooh yea,1,0.0,172,0,232011,232011,Нет
10046,gorillaz,carnival,1,0.0,153,0,231913,231913,Нет
10047,g,eazy  running wild (tumblr girls 2),1,0.0,189,0,231867,231867,Нет
10048,four tops,"i can't help myself (sugar pie, honey bunch)",1,0.0,174,0,231781,231781,Нет
10049,wiz khalifa,king,1,0.0,199,0,231735,231735,Нет
10050,max,the other side,1,0.0,192,0,231646,231646,Нет
10051,hailee steinfeld,end this (l.o.v.e.),1,0.0,189,0,231627,231627,Нет
10052,missing seoul,love is so sweet,1,0.0,145,0,231538,231538,Нет
10053,meek mill,expensive pain,1,0.0,189,0,230914,230914,Нет
10054,earl sweatshirt,74,1,0.0,188,0,230786,230786,Нет
10055,onerepublic,west coast,1,0.0,199,0,230701,230701,Нет
10056,a$ap mob,bahamas,1,0.0,162,0,230697,230697,Нет
10057,us the duo,shake it off,4,0.0,157,0,61906,230570,Нет
10058,benny the butcher,timeless,1,0.0,182,0,230485,230485,Нет
10059,gucci mane,posse on bouldercrest,1,0.0,179,0,230480,230480,Нет
10060,bee gees,stayin alive,1,0.0,171,0,230242,230242,Нет
10061,isaiah rashad,93 freestyle,1,0.0,183,0,230222,230222,Нет
10062,isaiah rashad,thib,1,0.0,184,0,230173,230173,Нет
10063,the j. geils band,centerfold,1,0.0,167,0,230125,230125,Нет
10064,takeoff,bruce wayne  outro,1,0.0,199,0,230086,230086,Нет
10065,tyga,money mouf,1,0.0,178,0,230085,230085,Нет
10066,fifth harmony,this is how we roll,3,0.0,95,0,92977,230052,Нет
10067,tomorrow x together,crown,1,0.0,193,0,229989,229989,Нет
10068,pooh shiesty,neighbors,1,0.0,192,0,229983,229983,Нет
10069,illenium,hold on,1,0.0,191,0,229939,229939,Нет
10070,rae sremmurd,set the roof,1,0.0,91,0,229745,229745,Нет
10071,lil baby,bruised up,1,0.0,192,0,229676,229676,Нет
10072,slipknot,birth of the cruel,1,0.0,199,0,229646,229646,Нет
10073,russ,voicemail,1,0.0,200,0,229642,229642,Нет
10074,lost kings,don't kill my high,1,0.0,168,0,229640,229640,Нет
10075,daft punk,get lucky,1,0.0,158,0,229556,229556,Нет
10076,justin timberlake,cry me a river,3,0.0,140,0,107036,229504,Нет
10077,queen naija,karma,1,0.0,188,0,229463,229463,Нет
10078,youngboy never broke again,fuck ya!,1,0.0,183,0,229387,229387,Нет
10079,the beatles,"hello, goodbye  remastered 2009",2,0.0,152,0,139480,229337,Нет
10080,fifth harmony,"can you see  spotify singles  holiday, recorded at spotify studios nyc",1,0.0,170,0,229276,229276,Нет
10081,blackbear,santa monica & la brea,1,0.0,161,0,229182,229182,Нет
10082,aretha franklin,you send me,1,0.0,169,0,229155,229155,Нет
10083,goldlink,days like this,1,0.0,192,0,229059,229059,Нет
10084,farruko,el incomprendido,1,0.0,192,0,229050,229050,Нет
10085,muse,thought contagion,1,0.0,162,0,228934,228934,Нет
10086,katy perry,smile,1,0.0,198,0,228838,228838,Нет
10087,elton john,always love you,1,0.0,178,0,228829,228829,Нет
10088,nle choppa,bryson,1,0.0,185,0,228820,228820,Нет
10089,liam payne,stack it up,1,0.0,198,0,228799,228799,Нет
10090,red hot chili peppers,californication,2,0.0,114,0,125124,228795,Нет
10091,tankhead,pick your poison,1,0.0,192,0,228748,228748,Нет
10092,king von,i am what i am,1,0.0,189,0,228727,228727,Нет
10093,carrie underwood,cry pretty,1,0.0,169,0,228649,228649,Нет
10094,quinn xcii,distracted youth,1,0.0,199,0,228498,228498,Нет
10095,sia,salted wound,3,0.0,128,0,77130,228354,Нет
10096,chris brown,wobble up,1,0.0,187,0,228313,228313,Нет
10097,gucci mane,back on,1,0.0,147,0,228284,228284,Нет
10098,ozuna,quiero mas,1,0.0,166,0,228259,228259,Нет
10099,halsey,the lighthouse,1,0.0,179,0,228254,228254,Нет
10100,plies,ran off on da plug twice,2,0.0,176,0,119745,228173,Нет
10101,miley cyrus,hate me,1,0.0,190,0,227981,227981,Нет
10102,camila cabello,real friends,1,0.0,199,0,227945,227945,Нет
10103,billy joel,piano man,1,0.0,172,0,227902,227902,Нет
10104,machine gun kelly,glass house,1,0.0,173,0,227839,227839,Нет
10105,the beatles,in my life  remastered 2009,2,0.0,151,0,139756,227793,Нет
10106,vice,make up,1,0.0,199,0,227741,227741,Нет
10107,vince staples,sundown town,1,0.0,172,0,227708,227708,Нет
10108,taylor swift,delicate  recorded at the tracking room nashville,1,0.0,170,0,227697,227697,Нет
10109,anderson .paak,reachin' 2 much,1,0.0,194,0,227536,227536,Нет
10110,lauren jauregui,more than that,1,0.0,197,0,227493,227493,Нет
10111,khalid,this way,1,0.0,184,0,227399,227399,Нет
10112,r3hab,you could be,1,0.0,148,0,227222,227222,Нет
10113,haim,kept me crying,1,0.0,118,0,226982,226982,Нет
10114,future,group home,1,0.0,158,0,226940,226940,Нет
10115,g herbo,i don’t wanna die,1,0.0,191,0,226924,226924,Нет
10116,katy perry,what makes a woman,1,0.0,188,0,226789,226789,Нет
10117,chris stapleton,parachute,2,0.0,114,0,124785,226773,Нет
10118,imagine dragons,it comes back to you,3,0.0,125,0,93402,226702,Нет
10119,youngboy never broke again,ten talk,1,0.0,168,0,226697,226697,Нет
10120,youngboy never broke again,treat you better,1,0.0,169,0,226667,226667,Нет
10121,dj khaled,just be,1,0.0,191,0,226649,226649,Нет
10122,steve aoki,i love it when you cry (moxoki),2,0.0,72,0,137747,226520,Нет
10123,bazzi,gone,1,0.0,166,0,226365,226365,Нет
10124,lana del rey,breaking up slowly,1,0.0,192,0,226286,226286,Нет
10125,hozier,movement,1,0.0,200,0,226276,226276,Нет
10126,years & years,karma,1,0.0,184,0,226148,226148,Нет
10127,leon bridges,steam,1,0.0,191,0,226141,226141,Нет
10128,tom petty and the heartbreakers,you got lucky,1,0.0,154,0,226008,226008,Нет
10129,nav,proud of me?,1,0.0,194,0,225999,225999,Нет
10130,john legend,conversations in the dark,1,0.0,200,0,225940,225940,Нет
10131,nic d,fine apple,1,0.0,169,0,225871,225871,Нет
10132,alt,j  in cold blood,1,0.0,143,0,225805,225805,Нет
10133,6lack,elephant in the room,1,0.0,185,0,225673,225673,Нет
10134,rich the kid,drippin',1,0.0,172,0,225614,225614,Нет
10135,gorillaz,she's my collar,1,0.0,159,0,225590,225590,Нет
10136,j balvin,arcoíris,1,0.0,200,0,225580,225580,Нет
10137,florence + the machine,big god,1,0.0,192,0,225461,225461,Нет
10138,bass santana,curse,1,0.0,199,0,225426,225426,Нет
10139,anderson .paak,king james,1,0.0,197,0,225366,225366,Нет
10140,lil yachty,demon time (lil yachty feat. draft day),1,0.0,191,0,225351,225351,Нет
10141,peter j. wilhousky,carol of the bells  voice,2,0.0,136,0,140394,225330,Нет
10142,brett young,lady,1,0.0,200,0,225301,225301,Нет
10143,ozuna,tiempo,1,0.0,192,0,225232,225232,Нет
10144,e,40  chase the money,1,0.0,195,0,225173,225173,Нет
10145,5 seconds of summer,money,2,0.0,99,0,134967,225150,Нет
10146,wiz khalifa,the thrill,1,0.0,199,0,225034,225034,Нет
10147,jeremy zucker,comethru (bonus track),1,0.0,178,0,224970,224970,Нет
10148,silk city,new love,1,0.0,196,0,224938,224938,Нет
10149,d'angelo,till it's done (tutu),3,0.0,124,0,85972,224810,Нет
10150,vic mensa,16 shots,1,0.0,149,0,224809,224809,Нет
10151,nav,what i need / daheala outro,1,0.0,198,0,224799,224799,Нет
10152,cage the elephant,night running,1,0.0,191,0,224737,224737,Нет
10153,blackbear,top priority,1,0.0,167,0,224615,224615,Нет
10154,lil durk,like me,3,0.0,180,0,80848,224497,Нет
10155,rod wave,no weakness,1,0.0,196,0,224340,224340,Нет
10156,alesso,midnight,1,0.0,169,0,224303,224303,Нет
10157,rich the kid,gargoyle,1,0.0,175,0,224111,224111,Нет
10158,sebastian yatra,runaway,1,0.0,196,0,224054,224054,Нет
10159,majid jordan,stars align,1,0.0,194,0,224036,224036,Нет
10160,gryffin,i want love,1,0.0,198,0,223923,223923,Нет
10161,d smoke,let go,1,0.0,153,0,223661,223661,Нет
10162,tyler childers,long violent history,1,0.0,188,0,223589,223589,Нет
10163,sech,la luz,1,0.0,196,0,223577,223577,Нет
10164,anuel aa,somo o no somos,1,0.0,198,0,223432,223432,Нет
10165,jordan davis,almost maybes,1,0.0,182,0,223418,223418,Нет
10166,the five stairsteps,ooh child,1,0.0,155,0,223382,223382,Нет
10167,youngboy never broke again,fire stars,1,0.0,173,0,223279,223279,Нет
10168,john mayer,in the blood,1,0.0,152,0,223169,223169,Нет
10169,beyoncé,nile,1,0.0,199,0,223056,223056,Нет
10170,nicki minaj,come see about me,1,0.0,183,0,223009,223009,Нет
10171,youngboy never broke again,house arrest tingz,1,0.0,194,0,222974,222974,Нет
10172,green day,bang bang,1,0.0,98,0,222813,222813,Нет
10173,louis the child,so what,1,0.0,195,0,222627,222627,Нет
10174,sam smith,i've told you now,3,0.0,133,0,80989,222562,Нет
10175,nav,nasty,1,0.0,199,0,222549,222549,Нет
10176,fall out boy,favorite record,3,0.0,115,0,81216,222436,Нет
10177,5 seconds of summer,talk fast,1,0.0,187,0,222384,222384,Нет
10178,blackbear,up in this,1,0.0,152,0,222339,222339,Нет
